date,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,dateforreal
09/02/2017,16:00:00,4C,2000 N BENTALOU ST,AGG. ASSAULT,O,OTHER,731.0,WESTERN,Mondawmin,-76.65422,39.31091,"(39.3109100000, -76.6542200000)",STREET,1,2017-09-02
09/02/2017,15:46:00,3B,AV & REISTERSTOWN RD,ROBBERY - STREET,O,,612.0,NORTHWESTERN,Park Circle,-76.66025,39.32887,"(39.3288700000, -76.6602500000)",STREET,1,2017-09-02
09/02/2017,15:00:00,6D,PY & ECHODALE AV,LARCENY FROM AUTO,O,,415.0,NORTHEASTERN,Morgan State University,-76.57584,39.354890000000005,"(39.3548900000, -76.5758400000)",STREET,1,2017-09-02
09/02/2017,15:00:00,6J,100 W LEXINGTON ST,LARCENY,I,,111.0,CENTRAL,Downtown,-76.61729,39.29164,"(39.2916400000, -76.6172900000)",OFFICE BUI,1,2017-09-02
09/02/2017,14:50:00,4E,4700 MELBOURNE RD,COMMON ASSAULT,I,HANDS,833.0,SOUTHWESTERN,Beechfield,-76.69447,39.272240000000004,"(39.2722400000, -76.6944700000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,14:30:00,4E,300 LIGHT ST,COMMON ASSAULT,O,HANDS,112.0,CENTRAL,Inner Harbor,-76.6134,39.28544,"(39.2854400000, -76.6134000000)",STREET,1,2017-09-02
09/02/2017,14:25:00,5B,600 S STREEPER ST,BURGLARY,I,,232.0,SOUTHEASTERN,Canton,-76.57639,39.28498,"(39.2849800000, -76.5763900000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,13:48:00,4C,1700 E 30TH ST,AGG. ASSAULT,I,OTHER,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59151999999999,39.32537,"(39.3253700000, -76.5915200000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,13:48:00,4D,1700 E 30TH ST,AGG. ASSAULT,I,HANDS,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59151999999999,39.32537,"(39.3253700000, -76.5915200000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,12:50:00,4C,0 W 20TH ST,AGG. ASSAULT,I,OTHER,141.0,NORTHERN,Charles North,-76.61703,39.31218,"(39.3121800000, -76.6170300000)",APT/CONDO,1,2017-09-02
09/02/2017,12:20:00,6D,100 N CLINTON ST,LARCENY FROM AUTO,O,,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.571,39.29365,"(39.2936500000, -76.5710000000)",STREET,1,2017-09-02
09/02/2017,12:00:00,4E,800 N LUZERNE AVE,COMMON ASSAULT,I,HANDS,323.0,EASTERN,Milton-Montford,-76.58102,39.30048,"(39.3004800000, -76.5810200000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,11:55:00,4E,2900 KEYWORTH AVE,COMMON ASSAULT,I,HANDS,613.0,NORTHWESTERN,Towanda-Grantley,-76.66433,39.33209,"(39.3320900000, -76.6643300000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,11:25:00,6D,2900 HAMILTON AVE,LARCENY FROM AUTO,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.5626,39.35313,"(39.3531300000, -76.5626000000)",PARKING LO,1,2017-09-02
09/02/2017,11:18:00,3K,0 BENKERT AVE,ROBBERY - RESIDENCE,I,,842.0,SOUTHWESTERN,Saint Josephs,-76.67387,39.28575,"(39.2857500000, -76.6738700000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,09:35:00,6J,2500 PENNSYLVANIA AVE,LARCENY,O,,733.0,WESTERN,Penn North,-76.64277,39.31033,"(39.3103300000, -76.6427700000)",STREET,1,2017-09-02
09/02/2017,09:00:00,6G,2000 LINDEN AVE,LARCENY,I,,133.0,CENTRAL,Reservoir Hill,-76.63251,39.310590000000005,"(39.3105900000, -76.6325100000)",LAUNDRY/CL,1,2017-09-02
09/02/2017,09:00:00,5A,200 ATHOLGATE LN,BURGLARY,I,,823.0,SOUTHWESTERN,Ten Hills,-76.69688000000001,39.28553,"(39.2855300000, -76.6968800000)",APT/CONDO,1,2017-09-02
09/02/2017,08:30:00,3AF,600 N CARROLLTON AVE,ROBBERY - STREET,O,FIREARM,713.0,WESTERN,Harlem Park,-76.63715,39.29567,"(39.2956700000, -76.6371500000)",STREET,1,2017-09-02
09/02/2017,08:20:00,6D,200 N COLLINGTON AVE,LARCENY FROM AUTO,I,,321.0,EASTERN,CARE,-76.58644,39.29464,"(39.2946400000, -76.5864400000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,08:09:00,6J,3600 WILKENS AVE,LARCENY,I,,832.0,SOUTHWESTERN,Violetville,-76.6798,39.27101,"(39.2710100000, -76.6798000000)",CARRY OUT,1,2017-09-02
09/02/2017,08:00:00,7A,4700 HOMESDALE AVE,AUTO THEFT,I,,442.0,NORTHEASTERN,Parkside,-76.55464,39.32177,"(39.3217700000, -76.5546400000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,07:35:00,5A,1800 EUTAW PL,BURGLARY,I,,132.0,CENTRAL,Madison Park,-76.63122,39.30788,"(39.3078800000, -76.6312200000)",APT/CONDO,1,2017-09-02
09/02/2017,07:00:00,6B,ST & E 25TH ST,LARCENY,O,,341.0,NORTHERN,Barclay,-76.61137,39.31805,"(39.3180500000, -76.6113700000)",STREET,1,2017-09-02
09/02/2017,06:25:00,4B,3800 GRANTLEY RD,AGG. ASSAULT,I,KNIFE,643.0,NORTHWESTERN,Ashburton,-76.67339,39.3318,"(39.3318000000, -76.6733900000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,06:15:00,4E,300 FURROW ST,COMMON ASSAULT,O,HANDS,841.0,SOUTHWESTERN,Carrollton Ridge,-76.65196,39.2839,"(39.2839000000, -76.6519600000)",STREET,1,2017-09-02
09/02/2017,05:54:00,3B,HEIGHTS AV & GARRISON BL,ROBBERY - STREET,O,,621.0,NORTHWESTERN,Forest Park,-76.68251,39.32739,"(39.3273900000, -76.6825100000)",STREET,1,2017-09-02
09/02/2017,05:25:00,4C,3400 W NORTHERN PKWY,AGG. ASSAULT,O,OTHER,632.0,NORTHWESTERN,Glen,-76.68223,39.35362,"(39.3536200000, -76.6822300000)",STREET,1,2017-09-02
09/02/2017,05:25:00,4C,3400 W NORTHERN PKWY,AGG. ASSAULT,O,OTHER,632.0,NORTHWESTERN,Glen,-76.68223,39.35362,"(39.3536200000, -76.6822300000)",STREET,1,2017-09-02
09/02/2017,05:25:00,4E,3400 W NORTHERN PKWY,COMMON ASSAULT,O,HANDS,632.0,NORTHWESTERN,Glen,-76.68223,39.35362,"(39.3536200000, -76.6822300000)",STREET,1,2017-09-02
09/02/2017,05:25:00,4E,3400 W NORTHERN PKWY,COMMON ASSAULT,O,HANDS,632.0,NORTHWESTERN,Glen,-76.68223,39.35362,"(39.3536200000, -76.6822300000)",STREET,1,2017-09-02
09/02/2017,05:18:00,3AF,300 S FAGLEY ST,ROBBERY - STREET,I,FIREARM,231.0,SOUTHEASTERN,Highlandtown,-76.56456999999999,39.28862,"(39.2886200000, -76.5645700000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,04:40:00,3AK,1500 RUSSELL ST,ROBBERY - STREET,O,KNIFE,941.0,SOUTHERN,Carroll - Camden Industri,-76.62769,39.27408,"(39.2740800000, -76.6276900000)",STREET,1,2017-09-02
09/02/2017,04:00:00,5B,2500 KEYWORTH AVE,BURGLARY,I,,533.0,NORTHERN,Greenspring,-76.65935999999999,39.33463,"(39.3346300000, -76.6593600000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,03:20:00,4B,AV & E NORTH AV,AGG. ASSAULT,I,KNIFE,342.0,EASTERN,Barclay,-76.60946,39.311409999999995,"(39.3114100000, -76.6094600000)",HOSP/NURS.,1,2017-09-02
09/02/2017,02:50:00,4E,CALVERT ST & E FAYETTE ST,COMMON ASSAULT,O,HANDS,111.0,CENTRAL,Downtown,-76.61251999999999,39.290490000000005,"(39.2904900000, -76.6125200000)",STREET,1,2017-09-02
09/02/2017,02:45:00,4C,1300 S PONCA ST,AGG. ASSAULT,O,OTHER,233.0,SOUTHEASTERN,Canton Industrial Area,-76.55448,39.27884,"(39.2788400000, -76.5544800000)",PARKING LO,1,2017-09-02
09/02/2017,02:00:00,6D,2100 HOLLINS ST,LARCENY FROM AUTO,O,,842.0,SOUTHWESTERN,Boyd-Booth,-76.65037,39.28702,"(39.2870200000, -76.6503700000)",STREET,1,2017-09-02
09/02/2017,02:00:00,7C,1500 RUSSELL ST,AUTO THEFT,O,,941.0,SOUTHERN,Carroll - Camden Industri,-76.62769,39.27408,"(39.2740800000, -76.6276900000)",STREET,1,2017-09-02
09/02/2017,02:00:00,3AO,500 S NEWKIRK ST,ROBBERY - STREET,O,OTHER,242.0,SOUTHEASTERN,Greektown,-76.55658000000001,39.28669,"(39.2866900000, -76.5565800000)",STREET,1,2017-09-02
09/02/2017,01:02:00,4E,1500 N EDEN ST,COMMON ASSAULT,I,HANDS,343.0,EASTERN,Oliver,-76.59976,39.30748,"(39.3074800000, -76.5997600000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,01:00:00,6G,1200 ORLEANS ST,LARCENY,I,,211.0,EASTERN,Pleasant View Gardens,-76.60019,39.29489,"(39.2948900000, -76.6001900000)",RESTAURANT,1,2017-09-02
09/02/2017,01:00:00,5A,300 OLDHAM ST,BURGLARY,I,,242.0,SOUTHEASTERN,Greektown,-76.55595,39.28883,"(39.2888300000, -76.5559500000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,00:50:00,4E,1500 RUSSELL ST,COMMON ASSAULT,I,HANDS,941.0,SOUTHERN,Carroll - Camden Industri,-76.62769,39.27408,"(39.2740800000, -76.6276900000)",OTHER - IN,1,2017-09-02
09/02/2017,00:39:00,4C,700 S BROADWAY,AGG. ASSAULT,I,OTHER,213.0,SOUTHEASTERN,Fells Point,-76.59353,39.28338,"(39.2833800000, -76.5935300000)",BAR,1,2017-09-02
09/02/2017,00:10:00,4B,4700 BEAUFORT AVE,AGG. ASSAULT,I,KNIFE,614.0,NORTHWESTERN,Central Park Heights,-76.67434,39.343540000000004,"(39.3435400000, -76.6743400000)",ROW/TOWNHO,1,2017-09-02
09/02/2017,00:08:00,4E,2900 ROUND RD,COMMON ASSAULT,I,HANDS,922.0,SOUTHERN,Cherry Hill,-76.62745,39.24586,"(39.2458600000, -76.6274500000)",APT/CONDO,1,2017-09-02
09/01/2017,23:49:00,9S,2800 W BELVEDERE AV,SHOOTING,Inside,FIREARM,614.0,NORTHWESTERN,Central Park Heights,-76.6699,39.35225,"(39.3522500000, -76.6699000000)",Street,1,2017-09-01
09/01/2017,23:48:00,3B,2000 W BALTIMORE ST,ROBBERY - STREET,O,,714.0,WESTERN,Penrose/Fayette Street Ou,-76.64888,39.2881,"(39.2881000000, -76.6488800000)",STREET,1,2017-09-01
09/01/2017,23:30:00,3AK,200 S PATTERSON PARK AVE,ROBBERY - STREET,O,KNIFE,212.0,SOUTHEASTERN,Upper Fells Point,-76.58455,39.28898,"(39.2889800000, -76.5845500000)",STREET,1,2017-09-01
09/01/2017,23:30:00,6D,1600 MCCULLOH ST,LARCENY FROM AUTO,O,,123.0,CENTRAL,Upton,-76.6311,39.3052,"(39.3052000000, -76.6311000000)",STREET,1,2017-09-01
09/01/2017,22:30:00,6G,500 S CAROLINE ST,LARCENY,I,,213.0,SOUTHEASTERN,Fells Point,-76.59671,39.285059999999994,"(39.2850600000, -76.5967100000)",OTHER - IN,1,2017-09-01
09/01/2017,22:30:00,7A,300 E LORRAINE AVE,AUTO THEFT,O,,513.0,NORTHERN,Harwood,-76.61208,39.320170000000005,"(39.3201700000, -76.6120800000)",STREET,1,2017-09-01
09/01/2017,22:14:00,4E,3700 GREENSPRING AVE,COMMON ASSAULT,I,HANDS,612.0,NORTHWESTERN,Park Circle,-76.65569,39.33295,"(39.3329500000, -76.6556900000)",APT/CONDO,1,2017-09-01
09/01/2017,22:10:00,5A,5800 WILLOWTON AVE,BURGLARY,I,,415.0,NORTHEASTERN,Loch Raven,-76.5778,39.358709999999995,"(39.3587100000, -76.5778000000)",APT/CONDO,1,2017-09-01
09/01/2017,22:00:00,6D,800 W 36TH ST,LARCENY FROM AUTO,O,,531.0,NORTHERN,Hampden,-76.63004000000001,39.33124,"(39.3312400000, -76.6300400000)",STREET,1,2017-09-01
09/01/2017,22:00:00,8AO,300 N FREMONT AVE,ARSON,I,,712.0,WESTERN,Poppleton,-76.63103000000001,39.29278,"(39.2927800000, -76.6310300000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,22:00:00,3B,1600 W LANVALE ST,ROBBERY - STREET,O,,713.0,WESTERN,Harlem Park,-76.64315,39.297740000000005,"(39.2977400000, -76.6431500000)",STREET,1,2017-09-01
09/01/2017,22:00:00,6D,200 ROUNDHOUSE CT,LARCENY FROM AUTO,O,,932.0,SOUTHERN,Washington Village/Pigtow,-76.62965,39.28552,"(39.2855200000, -76.6296500000)",STREET,1,2017-09-01
09/01/2017,21:32:00,4C,1700 N BROADWAY,AGG. ASSAULT,I,OTHER,343.0,EASTERN,Oliver,-76.59515999999999,39.31003,"(39.3100300000, -76.5951600000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,21:30:00,7A,3500 CHESTERFIELD AVE,AUTO THEFT,O,,432.0,NORTHEASTERN,Belair-Edison,-76.56421999999999,39.320879999999995,"(39.3208800000, -76.5642200000)",STREET,1,2017-09-01
09/01/2017,21:30:00,6D,700 ALLENDALE ST,LARCENY FROM AUTO,O,,844.0,SOUTHWESTERN,Edgewood,-76.67846,39.29589,"(39.2958900000, -76.6784600000)",STREET,1,2017-09-01
09/01/2017,21:00:00,6D,1400 N LAKEWOOD AVE,LARCENY FROM AUTO,O,,332.0,EASTERN,Berea,-76.57996,39.307320000000004,"(39.3073200000, -76.5799600000)",PARKING LO,1,2017-09-01
09/01/2017,20:45:00,4E,1300 PARK AVE,COMMON ASSAULT,O,HANDS,132.0,CENTRAL,Bolton Hill,-76.62328000000001,39.3063,"(39.3063000000, -76.6232800000)",STREET,1,2017-09-01
09/01/2017,20:45:00,7A,OSTEND ST & S CHARLES ST,AUTO THEFT,O,,942.0,SOUTHERN,Federal Hill,-76.61421,39.27474,"(39.2747400000, -76.6142100000)",STREET,1,2017-09-01
09/01/2017,20:00:00,6E,2500 WINCHESTER ST,LARCENY,I,,723.0,WESTERN,Bridgeview/Greenlawn,-76.65863,39.30149,"(39.3014900000, -76.6586300000)",GARAGE ON,1,2017-09-01
09/01/2017,19:36:00,9S,6700 REISTERSTOWN RD,SHOOTING,Outside,FIREARM,631.0,NORTHWESTERN,Reisterstown Station,-76.70528,39.35825,"(39.3582500000, -76.7052800000)",Street,1,2017-09-01
09/01/2017,19:36:00,4A,6200 REISTERSTOWN RD,AGG. ASSAULT,O,FIREARM,631.0,NORTHWESTERN,Reisterstown Station,-76.69881,39.35365,"(39.3536500000, -76.6988100000)",PARKING LO,1,2017-09-01
09/01/2017,19:30:00,4E,4300 CONNECTICUT AVE,COMMON ASSAULT,I,HANDS,843.0,SOUTHWESTERN,Irvington,-76.68764,39.28415,"(39.2841500000, -76.6876400000)",APT/CONDO,1,2017-09-01
09/01/2017,19:28:00,4E,3300 LIBERTY HEIGHTS AVE,COMMON ASSAULT,I,HANDS,642.0,NORTHWESTERN,Forest Park,-76.6719,39.32417,"(39.3241700000, -76.6719000000)",APT/CONDO,1,2017-09-01
09/01/2017,19:00:00,4E,4000 4TH ST,COMMON ASSAULT,I,HANDS,913.0,SOUTHERN,Brooklyn,-76.60764,39.23295,"(39.2329500000, -76.6076400000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,19:00:00,6D,700 RAPPOLLA ST,LARCENY FROM AUTO,O,,242.0,SOUTHEASTERN,Greektown,-76.55287,39.28494,"(39.2849400000, -76.5528700000)",ALLEY,1,2017-09-01
09/01/2017,18:30:00,6D,1700 CRYSTAL AVE,LARCENY FROM AUTO,O,,331.0,EASTERN,Broadway East,-76.59295999999999,39.30805,"(39.3080500000, -76.5929600000)",STREET,1,2017-09-01
09/01/2017,18:20:00,5A,2700 ROSLYN AVE,BURGLARY,I,,641.0,NORTHWESTERN,Garwyn Oaks,-76.67813000000001,39.3184,"(39.3184000000, -76.6781300000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,18:10:00,7A,5000 ARDMORE WAY,AUTO THEFT,O,,426.0,NORTHEASTERN,Waltherson,-76.5567,39.33757,"(39.3375700000, -76.5567000000)",STREET,1,2017-09-01
09/01/2017,18:00:00,3AF,2500 LLEWELYN AVE,ROBBERY - STREET,O,FIREARM,332.0,EASTERN,Berea,-76.5822,39.30747,"(39.3074700000, -76.5822000000)",STREET,1,2017-09-01
09/01/2017,18:00:00,5A,0 N KOSSUTH ST,BURGLARY,I,,842.0,SOUTHWESTERN,Saint Josephs,-76.67428000000001,39.28787,"(39.2878700000, -76.6742800000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,18:00:00,7A,1600 SHADYSIDE RD,AUTO THEFT,O,,412.0,NORTHEASTERN,Hillen,-76.5903,39.33863,"(39.3386300000, -76.5903000000)",DRIVEWAY,1,2017-09-01
09/01/2017,17:53:00,4A,AV & CYPRESS ST,AGG. ASSAULT,O,FIREARM,911.0,SOUTHERN,Curtis Bay,-76.58833,39.22374,"(39.2237400000, -76.5883300000)",STREET,1,2017-09-01
09/01/2017,17:53:00,4A,AV & CYPRESS ST,AGG. ASSAULT,O,FIREARM,911.0,SOUTHERN,Curtis Bay,-76.58833,39.22374,"(39.2237400000, -76.5883300000)",STREET,1,2017-09-01
09/01/2017,17:15:00,3AO,1500 W LAFAYETTE AVE,ROBBERY - STREET,O,OTHER,713.0,WESTERN,Harlem Park,-76.6419,39.2989,"(39.2989000000, -76.6419000000)",STREET,1,2017-09-01
09/01/2017,16:35:00,6B,4100 BALFERN AVE,LARCENY,O,,432.0,NORTHEASTERN,Belair-Edison,-76.55889,39.316359999999996,"(39.3163600000, -76.5588900000)",STREET,1,2017-09-01
09/01/2017,16:30:00,3B,5900 EASTERN AVE,ROBBERY - STREET,O,,242.0,SOUTHEASTERN,Pulaski Industrial Area,-76.54548,39.28735,"(39.2873500000, -76.5454800000)",STREET,1,2017-09-01
09/01/2017,15:13:00,5A,6100 SHIPVIEW WAY,BURGLARY,I,,243.0,SOUTHEASTERN,O'Donnell Heights,-76.54251,39.27659,"(39.2765900000, -76.5425100000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,15:00:00,4E,1000 NEW HOPE CIR,COMMON ASSAULT,I,HANDS,211.0,SOUTHEASTERN,Pleasant View Gardens,-76.6026,39.293490000000006,"(39.2934900000, -76.6026000000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,14:58:00,4C,ROCK GLEN RD & FREDERICK AV,AGG. ASSAULT,O,OTHER,823.0,SOUTHWESTERN,Beechfield,-76.69805,39.28132,"(39.2813200000, -76.6980500000)",STREET,1,2017-09-01
09/01/2017,14:39:00,4C,0 S FRANKLINTOWN RD,AGG. ASSAULT,I,OTHER,842.0,SOUTHWESTERN,Shipley Hill,-76.65835,39.28635,"(39.2863500000, -76.6583500000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,14:00:00,3AK,200 N HOWARD ST,ROBBERY - STREET,O,KNIFE,111.0,CENTRAL,Downtown,-76.61961,39.29164,"(39.2916400000, -76.6196100000)",STREET,1,2017-09-01
09/01/2017,13:30:00,3B,3300 ELGIN AVE,ROBBERY - STREET,O,,811.0,SOUTHWESTERN,Walbrook,-76.67291,39.313190000000006,"(39.3131900000, -76.6729100000)",STREET,1,2017-09-01
09/01/2017,13:10:00,5A,500 N GLOVER ST,BURGLARY,,,221.0,SOUTHEASTERN,McElderry Park,-76.58003000000001,39.29736,"(39.2973600000, -76.5800300000)",,1,2017-09-01
09/01/2017,12:40:00,6C,600 E PRATT ST,LARCENY,I,,112.0,CENTRAL,Inner Harbor,-76.60774,39.2867,"(39.2867000000, -76.6077400000)",OTHER - IN,1,2017-09-01
09/01/2017,12:30:00,6F,BALTIMORE ST & N PRESIDENT ST,LARCENY,O,,111.0,CENTRAL,Downtown,-76.60608,39.28991,"(39.2899100000, -76.6060800000)",STREET,1,2017-09-01
09/01/2017,12:30:00,4E,400 E BALTIMORE ST,COMMON ASSAULT,I,HANDS,111.0,CENTRAL,Downtown,-76.61015,39.28976,"(39.2897600000, -76.6101500000)",RESTAURANT,1,2017-09-01
09/01/2017,12:05:00,4E,300 E TALBOTT ST,COMMON ASSAULT,O,HANDS,913.0,SOUTHERN,Brooklyn,-76.60809,39.23512,"(39.2351200000, -76.6080900000)",STREET,1,2017-09-01
09/01/2017,12:00:00,5A,3800 LYNDALE AVE,BURGLARY,I,,432.0,NORTHEASTERN,Belair-Edison,-76.56428000000001,39.31714,"(39.3171400000, -76.5642800000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,11:45:00,4A,2400 E BIDDLE ST,AGG. ASSAULT,O,FIREARM,322.0,EASTERN,Biddle Street,-76.58386999999999,39.30468,"(39.3046800000, -76.5838700000)",PORCH/DECK,1,2017-09-01
09/01/2017,11:35:00,5A,100 N MONTFORD AVE,BURGLARY,I,,221.0,SOUTHEASTERN,Patterson Place,-76.58333,39.29319,"(39.2931900000, -76.5833300000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,11:10:00,5D,5300 LYNVIEW AVE,BURGLARY,O,,623.0,NORTHWESTERN,Woodmere,-76.68938,39.3445,"(39.3445000000, -76.6893800000)",SHED/GARAG,1,2017-09-01
09/01/2017,10:50:00,3AO,1400 N EDEN ST,ROBBERY - STREET,I,OTHER,343.0,EASTERN,Oliver,-76.59969,39.30656,"(39.3065600000, -76.5996900000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,10:10:00,4E,1200 W PRATT ST,COMMON ASSAULT,O,HANDS,932.0,SOUTHERN,Washington Village/Pigtow,-76.63738000000001,39.285579999999996,"(39.2855800000, -76.6373800000)",PARKING LO,1,2017-09-01
09/01/2017,10:03:00,3K,1000 N BROADWAY,ROBBERY - RESIDENCE,I,,313.0,EASTERN,Gay Street,-76.59469,39.30247,"(39.3024700000, -76.5946900000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,10:00:00,6G,400 ILCHESTER AVE,LARCENY,I,,513.0,NORTHERN,Harwood,-76.61088000000001,39.32282,"(39.3228200000, -76.6108800000)",ROW/TOWNHO,1,2017-09-01
09/01/2017,09:45:00,6D,VISTA AV & COX ST,LARCENY FROM AUTO,O,,531.0,NORTHERN,Hampden,-76.64049,39.33447,"(39.3344700000, -76.6404900000)",STREET,1,2017-09-01
